ContractNumber|PlanID|SSAStateCountyCode|FIPSStateCountyCode|State|County|Enrollment|EnrollmentSerial|id|ContractNumber:1|PlanID:1|OrganizationType|PlanType|OffersPartD|SNPPlan|EGHP|OrganizationName|OrganizationMarketingName|PlanName|ParentOrganization|ContractEffectiveDate|ContractSerial|id:1
S5857|802|45940|48453|TX|Travis|0|3261973|S5857 - 802|S5857|802|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|PRIORITY HEALTH INSURANCE COMPANY|Priority Health Medicare|PriorityMedicare Rx EG Non-Calendar Year (PDP)|BHSH|01/01/2006|7535|S5857 - 802
S5857|803|45940|48453|TX|Travis|0|3265131|S5857 - 803|S5857|803|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|PRIORITY HEALTH INSURANCE COMPANY|Priority Health Medicare|PriorityMedicare Rx EG Calendar Year (PDP)|BHSH|01/01/2006|7536|S5857 - 803
S5884|102|45940|48453|TX|Travis|0|3266242|S5884 - 102|S5884|102|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Basic Rx Plan (PDP)|Humana Inc.|01/01/2006|7540|S5884 - 102
S5884|103|45940|48453|TX|Travis|0|3266591|S5884 - 103|S5884|103|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Basic Rx Plan (PDP)|Humana Inc.|01/01/2006|7541|S5884 - 103
S5884|106|45940|48453|TX|Travis|0|3268192|S5884 - 106|S5884|106|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Basic Rx Plan (PDP)|Humana Inc.|01/01/2006|7544|S5884 - 106
S5884|107|45940|48453|TX|Travis|0|3268924|S5884 - 107|S5884|107|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Basic Rx Plan (PDP)|Humana Inc.|01/01/2006|7545|S5884 - 107
S5884|108|45940|48453|TX|Travis|0|3269303|S5884 - 108|S5884|108|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Basic Rx Plan (PDP)|Humana Inc.|01/01/2006|7546|S5884 - 108
S5884|109|45940|48453|TX|Travis|0|3269674|S5884 - 109|S5884|109|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Basic Rx Plan (PDP)|Humana Inc.|01/01/2006|7547|S5884 - 109
S5884|110|45940|48453|TX|Travis|0|3269915|S5884 - 110|S5884|110|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Basic Rx Plan (PDP)|Humana Inc.|01/01/2006|7548|S5884 - 110
S5884|111|45940|48453|TX|Travis|0|3270453|S5884 - 111|S5884|111|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Basic Rx Plan (PDP)|Humana Inc.|01/01/2006|7549|S5884 - 111
S5884|113|45940|48453|TX|Travis|0|3271322|S5884 - 113|S5884|113|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Basic Rx Plan (PDP)|Humana Inc.|01/01/2006|7551|S5884 - 113
S5884|116|45940|48453|TX|Travis|0|3272775|S5884 - 116|S5884|116|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Basic Rx Plan (PDP)|Humana Inc.|01/01/2006|7554|S5884 - 116
S5884|131|45940|48453|TX|Travis|0|3273069|S5884 - 131|S5884|131|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Basic Rx Plan (PDP)|Humana Inc.|01/01/2006|7555|S5884 - 131
S5884|132|45940|48453|TX|Travis|0|3273486|S5884 - 132|S5884|132|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Basic Rx Plan (PDP)|Humana Inc.|01/01/2006|7556|S5884 - 132
S5884|133|45940|48453|TX|Travis|0|3274309|S5884 - 133|S5884|133|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Basic Rx Plan (PDP)|Humana Inc.|01/01/2006|7557|S5884 - 133
S5884|139|45940|48453|TX|Travis|0|3277317|S5884 - 139|S5884|139|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Basic Rx Plan (PDP)|Humana Inc.|01/01/2006|7563|S5884 - 139
S5884|140|45940|48453|TX|Travis|0|3278019|S5884 - 140|S5884|140|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Basic Rx Plan (PDP)|Humana Inc.|01/01/2006|7564|S5884 - 140
S5884|141|45940|48453|TX|Travis|0|3278756|S5884 - 141|S5884|141|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Basic Rx Plan (PDP)|Humana Inc.|01/01/2006|7565|S5884 - 141
S5884|144|45940|48453|TX|Travis|0|3280451|S5884 - 144|S5884|144|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Basic Rx Plan (PDP)|Humana Inc.|01/01/2006|7568|S5884 - 144
S5884|152|45940|48453|TX|Travis|0|3282870|S5884 - 152|S5884|152|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Premier Rx Plan (PDP)|Humana Inc.|01/01/2006|7576|S5884 - 152
S5884|156|45940|48453|TX|Travis|0|3284205|S5884 - 156|S5884|156|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Premier Rx Plan (PDP)|Humana Inc.|01/01/2006|7580|S5884 - 156
S5884|158|45940|48453|TX|Travis|0|3285015|S5884 - 158|S5884|158|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Premier Rx Plan (PDP)|Humana Inc.|01/01/2006|7582|S5884 - 158
S5884|163|45940|48453|TX|Travis|0|3286947|S5884 - 163|S5884|163|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Premier Rx Plan (PDP)|Humana Inc.|01/01/2006|7587|S5884 - 163
S5884|173|45940|48453|TX|Travis|0|3290154|S5884 - 173|S5884|173|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Premier Rx Plan (PDP)|Humana Inc.|01/01/2006|7597|S5884 - 173
S5884|178|45940|48453|TX|Travis|0|3290998|S5884 - 178|S5884|178|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Premier Rx Plan (PDP)|Humana Inc.|01/01/2006|7602|S5884 - 178
S5884|181|45940|48453|TX|Travis|0|3291163|S5884 - 181|S5884|181|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Walmart Value Rx Plan (PDP)|Humana Inc.|01/01/2006|7605|S5884 - 181
S5884|188|45940|48453|TX|Travis|0|3292728|S5884 - 188|S5884|188|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Walmart Value Rx Plan (PDP)|Humana Inc.|01/01/2006|7612|S5884 - 188
S5884|190|45940|48453|TX|Travis|0|3293641|S5884 - 190|S5884|190|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Walmart Value Rx Plan (PDP)|Humana Inc.|01/01/2006|7614|S5884 - 190
S5884|191|45940|48453|TX|Travis|0|3294079|S5884 - 191|S5884|191|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Walmart Value Rx Plan (PDP)|Humana Inc.|01/01/2006|7615|S5884 - 191
S5884|194|45940|48453|TX|Travis|0|3295343|S5884 - 194|S5884|194|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Walmart Value Rx Plan (PDP)|Humana Inc.|01/01/2006|7618|S5884 - 194
S5884|195|45940|48453|TX|Travis|0|3295556|S5884 - 195|S5884|195|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Walmart Value Rx Plan (PDP)|Humana Inc.|01/01/2006|7619|S5884 - 195
S5884|196|45940|48453|TX|Travis|0|3296073|S5884 - 196|S5884|196|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Walmart Value Rx Plan (PDP)|Humana Inc.|01/01/2006|7620|S5884 - 196
S5884|200|45940|48453|TX|Travis|0|3297470|S5884 - 200|S5884|200|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Walmart Value Rx Plan (PDP)|Humana Inc.|01/01/2006|7624|S5884 - 200
S5884|204|45940|48453|TX|Travis|0|3299131|S5884 - 204|S5884|204|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Walmart Value Rx Plan (PDP)|Humana Inc.|01/01/2006|7628|S5884 - 204
S5884|206|45940|48453|TX|Travis|0|3299491|S5884 - 206|S5884|206|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Walmart Value Rx Plan (PDP)|Humana Inc.|01/01/2006|7630|S5884 - 206
S5884|209|45940|48453|TX|Travis|0|3300075|S5884 - 209|S5884|209|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Walmart Value Rx Plan (PDP)|Humana Inc.|01/01/2006|7633|S5884 - 209
S5884|211|45940|48453|TX|Travis|0|3300584|S5884 - 211|S5884|211|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Walmart Value Rx Plan (PDP)|Humana Inc.|01/01/2006|7635|S5884 - 211
S5904|801|45940|48453|TX|Travis|0|3307051|S5904 - 801|S5904|801|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.|Florida Blue|BlueMedicare Group Rx (PDP)|Guidewell Mutual Holding Corporation|01/01/2006|7641|S5904 - 801
S5904|802|45940|48453|TX|Travis|0|3310209|S5904 - 802|S5904|802|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.|Florida Blue|BlueMedicare Group Rx (PDP)|Guidewell Mutual Holding Corporation|01/01/2006|7642|S5904 - 802
S5916|802|45940|48453|TX|Travis|0|3313502|S5916 - 802|S5916|802|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|REGENCE BLUESHIELD OF IDAHO AND REGENCE BC BS UTAH|Regence BlueShield of Idaho and Regence BC BS Utah|Regence Medicare Script (PDP)|Cambia Health Solutions, Inc.|01/01/2006|7645|S5916 - 802
S5916|804|45940|48453|TX|Travis|0|3316660|S5916 - 804|S5916|804|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|REGENCE BLUESHIELD OF IDAHO AND REGENCE BC BS UTAH|Regence BlueShield of Idaho and Regence BC BS Utah|Regence Medicare Script 02 (PDP)|Cambia Health Solutions, Inc.|01/01/2006|7646|S5916 - 804
S5916|805|45940|48453|TX|Travis|0|3319818|S5916 - 805|S5916|805|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|REGENCE BLUESHIELD OF IDAHO AND REGENCE BC BS UTAH|Regence BlueShield of Idaho and Regence BC BS Utah|Regence Medicare Script 03 (PDP)|Cambia Health Solutions, Inc.|01/01/2006|7647|S5916 - 805
S5921|348|45940|48453|TX|Travis|0|3320561|S5921 - 348|S5921|348|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Saver Plus (PDP)|UnitedHealth Group, Inc.|01/01/2006|7648|S5921 - 348
S5921|349|45940|48453|TX|Travis|0|3320829|S5921 - 349|S5921|349|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Saver Plus (PDP)|UnitedHealth Group, Inc.|01/01/2006|7649|S5921 - 349
S5921|352|45940|48453|TX|Travis|0|3321639|S5921 - 352|S5921|352|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Saver Plus (PDP)|UnitedHealth Group, Inc.|01/01/2006|7652|S5921 - 352
S5921|357|45940|48453|TX|Travis|0|3323372|S5921 - 357|S5921|357|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Saver Plus (PDP)|UnitedHealth Group, Inc.|01/01/2006|7657|S5921 - 357
S5921|358|45940|48453|TX|Travis|0|3323858|S5921 - 358|S5921|358|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Saver Plus (PDP)|UnitedHealth Group, Inc.|01/01/2006|7658|S5921 - 358
S5921|360|45940|48453|TX|Travis|0|3324801|S5921 - 360|S5921|360|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Saver Plus (PDP)|UnitedHealth Group, Inc.|01/01/2006|7660|S5921 - 360
S5921|362|45940|48453|TX|Travis|0|3325792|S5921 - 362|S5921|362|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Saver Plus (PDP)|UnitedHealth Group, Inc.|01/01/2006|7662|S5921 - 362
S5921|366|45940|48453|TX|Travis|0|3327157|S5921 - 366|S5921|366|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Saver Plus (PDP)|UnitedHealth Group, Inc.|01/01/2006|7666|S5921 - 366
S5921|368|45940|48453|TX|Travis|0|3327797|S5921 - 368|S5921|368|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Saver Plus (PDP)|UnitedHealth Group, Inc.|01/01/2006|7668|S5921 - 368
S5921|370|45940|48453|TX|Travis|0|3328800|S5921 - 370|S5921|370|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Saver Plus (PDP)|UnitedHealth Group, Inc.|01/01/2006|7670|S5921 - 370
S5921|371|45940|48453|TX|Travis|0|3329092|S5921 - 371|S5921|371|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Saver Plus (PDP)|UnitedHealth Group, Inc.|01/01/2006|7671|S5921 - 371
S5921|374|45940|48453|TX|Travis|0|3329623|S5921 - 374|S5921|374|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Saver Plus (PDP)|UnitedHealth Group, Inc.|01/01/2006|7674|S5921 - 374
S5921|381|45940|48453|TX|Travis|0|3330742|S5921 - 381|S5921|381|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Saver Plus (PDP)|UnitedHealth Group, Inc.|01/01/2006|7681|S5921 - 381
S5921|382|45940|48453|TX|Travis|0|3330891|S5921 - 382|S5921|382|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Walgreens (PDP)|UnitedHealth Group, Inc.|01/01/2006|7682|S5921 - 382
S5921|391|45940|48453|TX|Travis|0|3332355|S5921 - 391|S5921|391|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Walgreens (PDP)|UnitedHealth Group, Inc.|01/01/2006|7691|S5921 - 391
S5921|397|45940|48453|TX|Travis|0|3334159|S5921 - 397|S5921|397|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Walgreens (PDP)|UnitedHealth Group, Inc.|01/01/2006|7697|S5921 - 397
S5921|398|45940|48453|TX|Travis|0|3334597|S5921 - 398|S5921|398|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Walgreens (PDP)|UnitedHealth Group, Inc.|01/01/2006|7698|S5921 - 398
S5921|413|45940|48453|TX|Travis|0|3337624|S5921 - 413|S5921|413|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Walgreens (PDP)|UnitedHealth Group, Inc.|01/01/2006|7713|S5921 - 413
S5921|802|45940|48453|TX|Travis|0|3340441|S5921 - 802|S5921|802|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7716|S5921 - 802
S5921|837|45940|48453|TX|Travis|0|3343599|S5921 - 837|S5921|837|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7717|S5921 - 837
S5953|801|45940|48453|TX|Travis|0|3347149|S5953 - 801|S5953|801|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA|Blue Cross Blue Shield of South Carolina|Group Blue Rx Plus (PDP)|BlueCross BlueShield of South Carolina (BCBSSC)|01/01/2006|7721|S5953 - 801
S5953|802|45940|48453|TX|Travis|0|3350307|S5953 - 802|S5953|802|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA|Blue Cross Blue Shield of South Carolina|Group Blue Rx Plus (PDP)|BlueCross BlueShield of South Carolina (BCBSSC)|01/01/2006|7722|S5953 - 802
S5960|803|45940|48453|TX|Travis|0|3353465|S5960 - 803|S5960|803|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNICARE LIFE & HEALTH INSURANCE COMPANY|UniCare|MedicareRx Rewards (PDP)|Anthem Inc.|01/01/2006|7723|S5960 - 803
S5960|804|45940|48453|TX|Travis|0|3356623|S5960 - 804|S5960|804|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNICARE LIFE & HEALTH INSURANCE COMPANY|UniCare|MedicareRx Rewards (PDP)|Anthem Inc.|01/01/2006|7724|S5960 - 804
S5960|805|45940|48453|TX|Travis|0|3359781|S5960 - 805|S5960|805|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNICARE LIFE & HEALTH INSURANCE COMPANY|UniCare|MedicareRx Rewards (PDP)|Anthem Inc.|01/01/2006|7725|S5960 - 805
S5966|804|45940|48453|TX|Travis|0|3366178|S5966 - 804|S5966|804|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|EMBLEMHEALTH PLAN, INC|EmblemHealth Medicare PDP|EmblemHealth National Drug Plan (PDP)|EmblemHealth, Inc.|01/01/2006|7727|S5966 - 804
S5993|801|45940|48453|TX|Travis|0|3372654|S5993 - 801|S5993|801|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|HORIZON INSURANCE COMPANY|Horizon Blue Cross Blue Shield of New Jersey|Horizon Medicare Blue Group Rx (PDP)|Horizon Healthcare Services, Inc.|01/01/2006|7732|S5993 - 801
S5993|804|45940|48453|TX|Travis|0|3375812|S5993 - 804|S5993|804|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|HORIZON INSURANCE COMPANY|Horizon Blue Cross Blue Shield of New Jersey|Horizon Medicare Blue Group Rx Plus (PDP)|Horizon Healthcare Services, Inc.|01/01/2006|7733|S5993 - 804
S5993|805|45940|48453|TX|Travis|0|3378970|S5993 - 805|S5993|805|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|HORIZON INSURANCE COMPANY|Horizon Blue Cross Blue Shield of New Jersey|Horizon Medicare Blue Group Rx Value (PDP)|Horizon Healthcare Services, Inc.|01/01/2006|7734|S5993 - 805
S5993|806|45940|48453|TX|Travis|0|3382128|S5993 - 806|S5993|806|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|HORIZON INSURANCE COMPANY|Horizon Blue Cross Blue Shield of New Jersey|Horizon Medicare Group RX ASO (PDP)|Horizon Healthcare Services, Inc.|01/01/2006|7735|S5993 - 806
S6506|801|45940|48453|TX|Travis|0|3385593|S6506 - 801|S6506|801|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|BLUE CROSS AND BLUE SHIELD ARIZONA, INC.|Blue Cross Blue Shield of Arizona|Blue MedicareRx for Groups (PDP)|Blue Cross Blue Shield of Arizona|01/01/2012|7738|S6506 - 801
S6875|801|45940|48453|TX|Travis|0|3388752|S6875 - 801|S6875|801|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|QCC INSURANCE COMPANY|Independence Blue Cross|Select Option Rx Group Option I CY (PDP)|Independence Health Group, Inc.|01/01/2006|7739|S6875 - 801
S6875|802|45940|48453|TX|Travis|0|3391910|S6875 - 802|S6875|802|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|QCC INSURANCE COMPANY|Independence Blue Cross|Select Option Rx Group Option I Non-CY (PDP)|Independence Health Group, Inc.|01/01/2006|7740|S6875 - 802
S7694|121|45940|48453|TX|Travis|0|3431948|S7694 - 121|S7694|121|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|ELIXIR INSURANCE COMPANY|Elixir Insurance|Elixir RxPlus (PDP)|Rite Aid Corporation|01/01/2007|7899|S7694 - 121
S7694|122|45940|48453|TX|Travis|0|3432074|S7694 - 122|S7694|122|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|ELIXIR INSURANCE COMPANY|Elixir Insurance|Elixir RxPlus (PDP)|Rite Aid Corporation|01/01/2007|7900|S7694 - 122
S7694|123|45940|48453|TX|Travis|0|3432293|S7694 - 123|S7694|123|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|ELIXIR INSURANCE COMPANY|Elixir Insurance|Elixir RxPlus (PDP)|Rite Aid Corporation|01/01/2007|7901|S7694 - 123
S7694|136|45940|48453|TX|Travis|0|3435417|S7694 - 136|S7694|136|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|ELIXIR INSURANCE COMPANY|Elixir Insurance|Elixir RxPlus (PDP)|Rite Aid Corporation|01/01/2007|7914|S7694 - 136
S7694|801|45940|48453|TX|Travis|0|3438325|S7694 - 801|S7694|801|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|ELIXIR INSURANCE COMPANY|Elixir Insurance|Employer Plan Calendar Year (PDP)|Rite Aid Corporation|01/01/2007|7916|S7694 - 801
S7694|802|45940|48453|TX|Travis|0|3441485|S7694 - 802|S7694|802|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|ELIXIR INSURANCE COMPANY|Elixir Insurance|Employer Group Non-Calendar Year (PDP)|Rite Aid Corporation|01/01/2007|7917|S7694 - 802
S7694|803|45940|48453|TX|Travis|0|3444643|S7694 - 803|S7694|803|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|ELIXIR INSURANCE COMPANY|Elixir Insurance|Retiree RxCare 4TC (PDP)|Rite Aid Corporation|01/01/2007|7918|S7694 - 803
