ContractNumber|PlanID|SSAStateCountyCode|FIPSStateCountyCode|State|County|Enrollment|EnrollmentSerial|id|ContractNumber|PlanID|OrganizationType|PlanType|OffersPartD|SNPPlan|EGHP|OrganizationName|OrganizationMarketingName|PlanName|ParentOrganization|ContractEffectiveDate|ContractSerial|id
S5921|376|5000|06001|CA|Alameda|3462|3329951|S5921 - 376|S5921|376|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Saver Plus (PDP)|UnitedHealth Group, Inc.|01/01/2006|7676|S5921 - 376
S5884|190|10100|12021|FL|Collier|3457|3293225|S5884 - 190|S5884|190|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Walmart Value Rx Plan (PDP)|Humana Inc.|01/01/2006|7614|S5884 - 190
S5921|398|14250|17043|IL|DuPage|3454|3334273|S5921 - 398|S5921|398|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Walgreens (PDP)|UnitedHealth Group, Inc.|01/01/2006|7698|S5921 - 398
S5884|116|2020|02020|AK|Anchorage|3451|3272609|S5884 - 116|S5884|116|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Basic Rx Plan (PDP)|Humana Inc.|01/01/2006|7554|S5884 - 116
H2001|816|1500|01101|AL|Montgomery|3450|495071|H2001 - 816|H2001|816|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|08/01/2005|1630|H2001 - 816
H3330|815|33590|36081|NY|Queens|3444|1053059|H3330 - 815|H3330|815|Local CCP|HMO/HMOPOS|No|No|Yes|HEALTH INSURANCE PLAN OF GREATER NEW YORK|EmblemHealth Medicare HMO|EmblemHealth VIP Rx Carveout (HMO)|EmblemHealth, Inc.|07/01/1987|2648|H3330 - 815
S5884|207|3120|04025|AZ|Yavapai|3436|3299531|S5884 - 207|S5884|207|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Walmart Value Rx Plan (PDP)|Humana Inc.|01/01/2006|7631|S5884 - 207
H3305|803|33370|36055|NY|Monroe|3432|1040846|H3305 - 803|H3305|803|Local CCP|HMO/HMOPOS|Yes|No|Yes|MVP HEALTH PLAN, INC.|MVP HEALTH CARE|MVP Preferred Gold Rx - Employer Group (HMO-POS)|MVP Health Care, Inc.|11/01/1985|2613|H3305 - 803
S7694|136|50160|53033|WA|King|3431|3435436|S7694 - 136|S7694|136|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|ELIXIR INSURANCE COMPANY|Elixir Insurance|Elixir RxPlus (PDP)|Rite Aid Corporation|01/01/2007|7914|S7694 - 136
S5921|386|31270|34023|NJ|Middlesex|3429|3331357|S5921 - 386|S5921|386|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Walgreens (PDP)|UnitedHealth Group, Inc.|01/01/2006|7686|S5921 - 386
S5660|801|45190|48041|TX|Brazos|3427|2957842|S5660 - 801|S5660|801|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY|Express Scripts Medicare|Express Scripts Medicare (PDP)|CIGNA|01/01/2006|7383|S5660 - 801
H5216|805|1580|01117|AL|Shelby|3423|1781571|H5216 - 805|H5216|805|Local CCP|Local PPO|Yes|No|Yes|HUMANA INSURANCE COMPANY|Humana|Humana Medicare Employer (PPO)|Humana Inc.|07/01/2005|4356|H5216 - 805
S5820|833|45770|48303|TX|Lubbock|3420|3249447|S5820 - 833|S5820|833|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7531|S5820 - 833
S4802|160|6170|08035|CO|Douglas|3417|2731585|S4802 - 160|S4802|160|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7060|S4802 - 160
S5601|184|42220|45045|SC|Greenville|3417|2840902|S5601 - 184|S5601|184|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7224|S5601 - 184
S4802|144|42060|45013|SC|Beaufort|3411|2725937|S4802 - 144|S4802|144|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7044|S4802 - 144
S8841|810|23460|26093|MI|Livingston|3411|3503879|S8841 - 810|S8841|810|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|OPTUM INSURANCE OF OHIO, INC.|Optum Insurance of Ohio, Inc.|MPSERS 2022 (PDP)|UnitedHealth Group, Inc.|01/01/2007|7943|S8841 - 810
S5884|145|24260|27053|MN|Hennepin|3409|3280916|S5884 - 145|S5884|145|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Basic Rx Plan (PDP)|Humana Inc.|01/01/2006|7569|S5884 - 145
S5660|806|36790|39155|OH|Trumbull|3401|2970142|S5660 - 806|S5660|806|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY|Express Scripts Medicare|Express Scripts Medicare (PDP)|CIGNA|01/01/2006|7387|S5660 - 806
S8841|803|5660|06111|CA|Ventura|3400|3490166|S8841 - 803|S8841|803|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|OPTUM INSURANCE OF OHIO, INC.|Optum Insurance of Ohio, Inc.|OptumRx CORE Silver 2022 - CY (PDP)|UnitedHealth Group, Inc.|01/01/2007|7939|S8841 - 803
S4802|141|39470|42077|PA|Lehigh|3397|2725030|S4802 - 141|S4802|141|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7041|S4802 - 141
H5216|232|12020|15003|HI|Honolulu|3394|1776238|H5216 - 232|H5216|232|Local CCP|Local PPO|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|HumanaChoice H5216-232 (PPO)|Humana Inc.|07/01/2005|4291|H5216 - 232
H1036|171|25230|28047|MS|Harrison|3388|231383|H1036 - 171|H1036|171|Local CCP|HMO/HMOPOS|Yes|No|No|HUMANA MEDICAL PLAN, INC.|Humana|Humana Gold Plus H1036-171 (HMO)|Humana Inc.|02/01/1986|925|H1036 - 171
H2001|816|52660|55133|WI|Waukesha|3386|498132|H2001 - 816|H2001|816|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|08/01/2005|1630|H2001 - 816
H5216|805|18330|21067|KY|Fayette|3385|1782536|H5216 - 805|H5216|805|Local CCP|Local PPO|Yes|No|Yes|HUMANA INSURANCE COMPANY|Humana|Humana Medicare Employer (PPO)|Humana Inc.|07/01/2005|4356|H5216 - 805
S5884|193|36250|39049|OH|Franklin|3384|3294675|S5884 - 193|S5884|193|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Walmart Value Rx Plan (PDP)|Humana Inc.|01/01/2006|7617|S5884 - 193
S8841|803|23220|26045|MI|Eaton|3381|3491178|S8841 - 803|S8841|803|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|OPTUM INSURANCE OF OHIO, INC.|Optum Insurance of Ohio, Inc.|OptumRx CORE Silver 2022 - CY (PDP)|UnitedHealth Group, Inc.|01/01/2007|7939|S8841 - 803
H5521|801|31190|34011|NJ|Cumberland|3378|1867920|H5521 - 801|H5521|801|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Plan (PPO)|CVS Health Corporation|01/01/2006|4928|H5521 - 801
S4802|162|13000|16001|ID|Ada|3371|2731788|S4802 - 162|S4802|162|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7062|S4802 - 162
S5921|383|10630|12127|FL|Volusia|3371|3330978|S5921 - 383|S5921|383|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Walgreens (PDP)|UnitedHealth Group, Inc.|01/01/2006|7683|S5921 - 383
S5660|806|23770|26155|MI|Shiawassee|3367|2969330|S5660 - 806|S5660|806|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY|Express Scripts Medicare|Express Scripts Medicare (PDP)|CIGNA|01/01/2006|7387|S5660 - 806
H5521|170|34330|37067|NC|Forsyth|3363|1860057|H5521 - 170|H5521|170|Local CCP|Local PPO|Yes|No|No|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Premier Plus Plan (PPO)|CVS Health Corporation|01/01/2006|4804|H5521 - 170
H0524|809|5470|06073|CA|San Diego|3359|98135|H0524 - 809|H0524|809|Local CCP|HMO/HMOPOS|Yes|No|Yes|KAISER FOUNDATION HP, INC.|Kaiser Permanente|FEHB Part AB with D (HMO)|Kaiser Foundation Health Plan, Inc.|08/01/1987|339|H0524 - 809
S8841|803|29010|32003|NV|Clark|3354|3491673|S8841 - 803|S8841|803|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|OPTUM INSURANCE OF OHIO, INC.|Optum Insurance of Ohio, Inc.|OptumRx CORE Silver 2022 - CY (PDP)|UnitedHealth Group, Inc.|01/01/2007|7939|S8841 - 803
H1032|200|10280|12057|FL|Hillsborough|3352|228904|H1032 - 200|H1032|200|Local CCP|HMO/HMOPOS|Yes|No|No|Sunshine State Health Plan, Inc.|Wellcare|Wellcare Giveback (HMO)|Centene Corporation|01/01/2000|846|H1032 - 200
H5619|136|50160|53033|WA|King|3347|2013249|H5619 - 136|H5619|136|Local CCP|HMO/HMOPOS|Yes|Yes|No|ARCADIAN HEALTH PLAN, INC.|Humana|Humana Gold Plus SNP-DE H5619-136 (HMO D-SNP)|Humana Inc.|01/01/2007|5193|H5619 - 136
S4802|132|52390|55079|WI|Milwaukee|3347|2723909|S4802 - 132|S4802|132|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7032|S4802 - 132
S5820|833|45910|48439|TX|Tarrant|3341|3249515|S5820 - 833|S5820|833|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7531|S5820 - 833
S8841|810|23320|26065|MI|Ingham|3336|3503865|S8841 - 810|S8841|810|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|OPTUM INSURANCE OF OHIO, INC.|Optum Insurance of Ohio, Inc.|MPSERS 2022 (PDP)|UnitedHealth Group, Inc.|01/01/2007|7943|S8841 - 810
H2001|847|5470|06073|CA|San Diego|3330|588518|H2001 - 847|H2001|847|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|08/01/2005|1661|H2001 - 847
S5601|815|45410|48121|TX|Denton|3330|2897082|S5601 - 815|S5601|815|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript Group SF (PDP)|CVS Health Corporation|01/01/2006|7265|S5601 - 815
S4802|149|36480|39093|OH|Lorain|3329|2727688|S4802 - 149|S4802|149|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7049|S4802 - 149
S5884|114|5120|06025|CA|Imperial|3327|3271536|S5884 - 114|S5884|114|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Basic Rx Plan (PDP)|Humana Inc.|01/01/2006|7552|S5884 - 114
S5601|815|45801|48339|TX|Montgomery|3326|2897191|S5601 - 815|S5601|815|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript Group SF (PDP)|CVS Health Corporation|01/01/2006|7265|S5601 - 815
H2001|816|5430|06065|CA|Riverside|3325|495236|H2001 - 816|H2001|816|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|08/01/2005|1630|H2001 - 816
S5884|191|44780|47157|TN|Shelby|3320|3294055|S5884 - 191|S5884|191|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Walmart Value Rx Plan (PDP)|Humana Inc.|01/01/2006|7615|S5884 - 191
S4802|156|37540|40109|OK|Oklahoma|3307|2730438|S4802 - 156|S4802|156|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7056|S4802 - 156
H5521|801|31180|34009|NJ|Cape May|3306|1867919|H5521 - 801|H5521|801|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Plan (PPO)|CVS Health Corporation|01/01/2006|4928|H5521 - 801
S4802|163|5090|06019|CA|Fresno|3300|2731937|S4802 - 163|S4802|163|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7063|S4802 - 163
H5619|113|51190|54039|WV|Kanawha|3299|2012716|H5619 - 113|H5619|113|Local CCP|HMO/HMOPOS|Yes|No|No|ARCADIAN HEALTH PLAN, INC.|Humana|Humana Gold Plus H5619-113 (HMO)|Humana Inc.|01/01/2007|5176|H5619 - 113
S5617|143|29010|32003|NV|Clark|3294|2922433|S5617 - 143|S5617|143|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|CIGNA HEALTH AND LIFE INSURANCE COMPANY|Cigna|Cigna Secure Rx (PDP)|CIGNA|01/01/2006|7289|S5617 - 143
S5884|150|31310|34029|NJ|Ocean|3291|3282528|S5884 - 150|S5884|150|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Premier Rx Plan (PDP)|Humana Inc.|01/01/2006|7574|S5884 - 150
H3330|814|33590|36081|NY|Queens|3290|1049838|H3330 - 814|H3330|814|Local CCP|HMO/HMOPOS|Yes|No|Yes|HEALTH INSURANCE PLAN OF GREATER NEW YORK|EmblemHealth Medicare HMO|EmblemHealth VIP Premier (HMO)|EmblemHealth, Inc.|07/01/1987|2647|H3330 - 814
S5660|801|45910|48439|TX|Tarrant|3289|2958041|S5660 - 801|S5660|801|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY|Express Scripts Medicare|Express Scripts Medicare (PDP)|CIGNA|01/01/2006|7383|S5660 - 801
H5216|805|1010|01003|AL|Baldwin|3288|1781514|H5216 - 805|H5216|805|Local CCP|Local PPO|Yes|No|Yes|HUMANA INSURANCE COMPANY|Humana|Humana Medicare Employer (PPO)|Humana Inc.|07/01/2005|4356|H5216 - 805
H1032|175|10470|12095|FL|Orange|3287|228573|H1032 - 175|H1032|175|Local CCP|HMO/HMOPOS|Yes|Yes|No|Sunshine State Health Plan, Inc.|Wellcare|Wellcare Dual Liberty (HMO D-SNP)|Centene Corporation|01/01/2000|831|H1032 - 175
S5921|356|10120|12086|FL|Miami-Dade|3287|3322668|S5921 - 356|S5921|356|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Saver Plus (PDP)|UnitedHealth Group, Inc.|01/01/2006|7656|S5921 - 356
S4802|145|11530|13135|GA|Gwinnett|3286|2726144|S4802 - 145|S4802|145|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7045|S4802 - 145
S4802|143|34090|37019|NC|Brunswick|3284|2725649|S4802 - 143|S4802|143|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7043|S4802 - 143
S5601|207|5000|06001|CA|Alameda|3282|2849536|S5601 - 207|S5601|207|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7247|S5601 - 207
S4802|214|10490|12099|FL|Palm Beach|3278|2734339|S4802 - 214|S4802|214|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Medicare Rx Value Plus (PDP)|Centene Corporation|01/01/2006|7076|S4802 - 214
H1036|137|34120|37025|NC|Cabarrus|3277|230844|H1036 - 137|H1036|137|Local CCP|HMO/HMOPOS|Yes|No|No|HUMANA MEDICAL PLAN, INC.|Humana|Humana Gold Plus H1036-137 (HMO)|Humana Inc.|02/01/1986|914|H1036 - 137
H5216|203|11250|13057|GA|Cherokee|3277|1772936|H5216 - 203|H5216|203|Local CCP|Local PPO|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|HumanaChoice H5216-203 (PPO)|Humana Inc.|07/01/2005|4266|H5216 - 203
H2001|838|7060|09013|CT|Tolland|3276|559279|H2001 - 838|H2001|838|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|08/01/2005|1652|H2001 - 838
S5601|207|5500|06079|CA|San Luis Obispo|3276|2849576|S5601 - 207|S5601|207|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7247|S5601 - 207
S4802|141|39590|42095|PA|Northampton|3272|2725039|S4802 - 141|S4802|141|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7041|S4802 - 141
S5601|207|5060|06013|CA|Contra Costa|3271|2849542|S5601 - 207|S5601|207|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7247|S5601 - 207
H5521|100|3060|04013|AZ|Maricopa|3265|1858588|H5521 - 100|H5521|100|Local CCP|Local PPO|Yes|No|No|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Freedom Plan (PPO)|CVS Health Corporation|01/01/2006|4773|H5521 - 100
S4802|163|5030|06007|CA|Butte|3264|2731931|S4802 - 163|S4802|163|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7063|S4802 - 163
S5601|189|36780|39153|OH|Summit|3263|2843373|S5601 - 189|S5601|189|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7229|S5601 - 189
S5660|806|23730|26147|MI|St. Clair|3259|2969326|S5660 - 806|S5660|806|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY|Express Scripts Medicare|Express Scripts Medicare (PDP)|CIGNA|01/01/2006|7387|S5660 - 806
H5521|802|33800|36119|NY|Westchester|3257|1871301|H5521 - 802|H5521|802|Local CCP|Local PPO|Yes|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Plan w/Rx (PPO)|CVS Health Corporation|01/01/2006|4929|H5521 - 802
S5921|362|14250|17043|IL|DuPage|3254|3325305|S5921 - 362|S5921|362|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Saver Plus (PDP)|UnitedHealth Group, Inc.|01/01/2006|7662|S5921 - 362
H9572|802|23100|26021|MI|Berrien|3251|2484515|H9572 - 802|H9572|802|Local CCP|Local PPO|No|No|Yes|BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY|Blue Cross Blue Shield of Michigan|Medicare Plus Blue PPO Employer CY (PPO)|Blue Cross Blue Shield of Michigan Mutual Ins. Co.|01/01/2010|6681|H9572 - 802
H3954|158|39600|42097|PA|Northumberland|3249|1401131|H3954 - 158|H3954|158|Local CCP|HMO/HMOPOS|Yes|No|No|GEISINGER HEALTH PLAN|Geisinger Gold|Geisinger Gold Classic Complete Rx (HMO)|Geisinger Health|03/01/1994|3342|H3954 - 158
S5884|102|7040|09009|CT|New Haven|3248|3265869|S5884 - 102|S5884|102|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Basic Rx Plan (PDP)|Humana Inc.|01/01/2006|7540|S5884 - 102
H5521|801|31360|34037|NJ|Sussex|3247|1867933|H5521 - 801|H5521|801|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Plan (PPO)|CVS Health Corporation|01/01/2006|4928|H5521 - 801
H2001|817|3060|04013|AZ|Maricopa|3245|498390|H2001 - 817|H2001|817|Local CCP|Local PPO|No|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|08/01/2005|1631|H2001 - 817
S4802|160|6150|08031|CO|Denver|3243|2731583|S4802 - 160|S4802|160|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7060|S4802 - 160
H2001|817|45780|48309|TX|McLennan|3241|500965|H2001 - 817|H2001|817|Local CCP|Local PPO|No|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|08/01/2005|1631|H2001 - 817
S5884|114|5550|06089|CA|Shasta|3240|3271569|S5884 - 114|S5884|114|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Basic Rx Plan (PDP)|Humana Inc.|01/01/2006|7552|S5884 - 114
S5884|184|21020|24005|MD|Baltimore|3240|3291446|S5884 - 184|S5884|184|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Walmart Value Rx Plan (PDP)|Humana Inc.|01/01/2006|7608|S5884 - 184
S5884|114|5590|06097|CA|Sonoma|3236|3271573|S5884 - 114|S5884|114|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Basic Rx Plan (PDP)|Humana Inc.|01/01/2006|7552|S5884 - 114
S5884|136|23620|26125|MI|Oakland|3236|3275720|S5884 - 136|S5884|136|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Basic Rx Plan (PDP)|Humana Inc.|01/01/2006|7560|S5884 - 136
H5521|801|10510|12103|FL|Pinellas|3233|1866512|H5521 - 801|H5521|801|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Plan (PPO)|CVS Health Corporation|01/01/2006|4928|H5521 - 801
S5601|811|33030|36007|NY|Broome|3233|2883630|S5601 - 811|S5601|811|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript Group - State of NY (PDP)|CVS Health Corporation|01/01/2006|7261|S5601 - 811
S5884|204|24260|27053|MN|Hennepin|3233|3298730|S5884 - 204|S5884|204|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Walmart Value Rx Plan (PDP)|Humana Inc.|01/01/2006|7628|S5884 - 204
